Avibase.ID,Species1_BirdLife,Species2_eBird,eBird.species.group,Species3_BirdTree,Data.type,Source,Specimen.number,Sex,Age,Locality,Country_WRI,Country,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand-wing.Index,Tail.Length,Measurer,Protocol,Publication
AVIBASE-0B397CB0,Acanthis flammea,NA,Acanthis hornemanni/flammea/cabaret,Carduelis flammea,1,NHMUK,1906.12.7.2211,M,0,,United States of America,,11.7,8.4,4.1,7,16.5,80,27.9,52.1,34.9,64,CS,1,NA
AVIBASE-0B397CB0,Acanthis flammea,NA,Acanthis hornemanni/flammea/cabaret,Carduelis hornemanni,1,NHMUK,1938.11.24.48,F,0,,Greenland,,12.2,7.6,4.5,7.1,17.8,81,25.8,55.2,31.9,66,CS,1,NA
AVIBASE-0B397CB0,Acanthis flammea,NA,Acanthis hornemanni/flammea/cabaret,Carduelis flammea,1,NHMUK,1941.5.30.6366,F,0,,United States of America,,11.1,6.8,3.7,5.7,17.3,69,22.8,46.2,33,56,CS,1,NA
AVIBASE-0B397CB0,Acanthis flammea,NA,Acanthis hornemanni/flammea/cabaret,Carduelis hornemanni,1,NHMUK,1946.32.101,M,0,,Iceland,,11.7,7.4,4.9,6.8,17,82,26,56,31.7,66,CS,1,NA
AVIBASE-0B397CB0,Acanthis flammea,NA,Acanthis hornemanni/flammea/cabaret,Carduelis hornemanni,1,NHMUK,1946.32.111,M,0,,Iceland,,12.2,7.6,4.6,7.2,17.1,79,25.4,53.6,32.2,61,CS,1,NA
AVIBASE-0B397CB0,Acanthis flammea,NA,Acanthis hornemanni/flammea/cabaret,Carduelis hornemanni,1,NHMUK,1947.6.539,F,0,,Canada,,11.5,8.1,4.7,7.7,17.8,78,24.7,53.3,31.7,65,CS,1,NA
AVIBASE-0B397CB0,Acanthis flammea,NA,Acanthis hornemanni/flammea/cabaret,Carduelis flammea,1,NHMUK,88.10.10.8653,M,0,,United States of America,,11.8,8.8,4.2,6.8,19.1,72.5,22.8,49.7,31.4,57,CS,1,NA
AVIBASE-0B397CB0,Acanthis flammea,NA,Acanthis hornemanni/flammea/cabaret,Carduelis flammea,1,NHMUK,98.7.12.178,F,0,,United States of America,,11.4,7.1,3.5,5.5,16.4,72,24.3,47.7,33.8,54,CS,1,NA
AVIBASE-0B397CB0,Acanthis flammea,NA,Acanthis hornemanni/flammea/cabaret,Carduelis flammea,1,GNM,AvSu 1884,F,0,,Sweden,,10.9,8.4,4.1,5.8,13.5,73,25.2,NA,34.5,56,FS,1,NA
AVIBASE-0B397CB0,Acanthis flammea,NA,Acanthis hornemanni/flammea/cabaret,Carduelis flammea,1,GNM,AvSu 2939,M,0,,Sweden,,10.8,7.8,5.1,6.1,14.6,76,25.6,NA,33.7,55,FS,1,NA
AVIBASE-0B397CB0,Acanthis flammea,NA,Acanthis hornemanni/flammea/cabaret,Carduelis flammea,1,GNM,AvSu-1884,F,0,,Sweden,,10.9,8.4,4.1,5.8,13.5,73,25.2,47.8,34.5,56,FS,1,NA
AVIBASE-0B397CB0,Acanthis flammea,NA,Acanthis hornemanni/flammea/cabaret,Carduelis flammea,1,GNM,AvSu-2939,M,0,,Sweden,,10.8,7.8,5.1,6.1,14.6,76,25.6,50.4,33.7,55,FS,1,NA
AVIBASE-8257AE54,Accipiter fasciatus,Accipiter fasciatus,Accipiter fasciatus,Accipiter fasciatus,1,NHMUK,1901.12.8.5,F,0,,Australia,,31.6,21.3,11.2,15.4,85.5,287,107,180,37.3,218,NJTA,1,NA
AVIBASE-8257AE54,Accipiter fasciatus,Accipiter fasciatus,Accipiter fasciatus,Accipiter fasciatus,1,NHMUK,1902.12.30.2,F,0,,Australia,,25.1,16.5,11.5,15,73.6,290,109,181,37.6,216,NJTA,1,NA
AVIBASE-8257AE54,Accipiter fasciatus,Accipiter fasciatus,Accipiter fasciatus,Accipiter fasciatus,1,NHMUK,1902.12.303.296,F,0,,Australia,,28,19.9,13.3,NA,78.1,286,113,173,39.5,234,PW,1,NA
AVIBASE-8257AE54,Accipiter fasciatus,Accipiter fasciatus,Accipiter fasciatus,Accipiter fasciatus,1,NHMUK,1955.6./n-20.2658,F,0,,Australia,,31.8,20.6,10.5,15.6,80.6,293,107,186,36.5,230,PW,1,NA
AVIBASE-8257AE54,Accipiter fasciatus,Accipiter fasciatus,Accipiter fasciatus,Accipiter fasciatus,1,NHMUK,1955.6.n.80.2644,M,0,,Australia,,22.8,13.9,10,12.5,68,261,107,154,41,198,NJTA,1,NA
AVIBASE-8257AE54,Accipiter fasciatus,Accipiter fasciatus,Accipiter fasciatus,Accipiter fasciatus,1,NHMUK,1955.6.n.80.2645,M,0,,Australia,,22.6,14,9.3,12.6,61,253,102,151,40.3,166,NJTA,1,NA
AVIBASE-8257AE54,Accipiter fasciatus,Accipiter fasciatus,Accipiter fasciatus,Accipiter fasciatus,1,NHMUK,1955.6.N-20.2673,F,0,,Australia,,31.6,21.3,11.1,15.5,66.9,258,103,155,39.9,201,PW,1,NA
AVIBASE-8257AE54,Accipiter fasciatus,Accipiter fasciatus,Accipiter fasciatus,Accipiter fasciatus,1,NHMUK,97.12.15.11,F,0,,Australia,,30.6,21.2,12.3,16.7,69.5,267,104,163,39,205,PW,1,NA
AVIBASE-8257AE54,Accipiter fasciatus,Accipiter fasciatus,Accipiter fasciatus,Accipiter fasciatus,1,NHMUK,97.12.15.14,F,0,,Australia,,31.9,21.1,12.1,16,71.7,264,100,164,37.9,199,PW,1,NA
AVIBASE-8257AE54,Accipiter fasciatus,Accipiter fasciatus,Accipiter fasciatus,Accipiter fasciatus,1,NHMUK,97.12.15.36,F,0,,Australia,,30.3,20.8,12.2,17.3,69.5,250,84,166,33.6,193,PW,1,NA
AVIBASE-DB376A66,Accipiter nisus,Accipiter nisus,Accipiter nisus,Accipiter nisus,1,NHMUK,1931.5.16.2,M,0,,United Kingdom,,18.9,10.2,8.8,10,41.2,200,61.4,138.6,30.7,158,TJM,1,NA
AVIBASE-DB376A66,Accipiter nisus,Accipiter nisus,Accipiter nisus,Accipiter nisus,1,NHMUK,1933.1.12.1,F,0,,United Kingdom,,21.3,13,9.3,11.6,59.9,226,89.5,136.5,39.6,179,TJM,1,NA
AVIBASE-DB376A66,Accipiter nisus,Accipiter nisus,Accipiter nisus,Accipiter nisus,1,NHMUK,1934.1.1.1179,F,0,,United Kingdom,,23.3,12.5,10,11.6,56.5,226,79,147,35,186,TJM,1,NA
AVIBASE-DB376A66,Accipiter nisus,Accipiter nisus,Accipiter nisus,Accipiter nisus,1,NHMUK,2014.7.1,M,0,,United Kingdom,,20.7,12.1,8.4,9.5,52.6,194,67,127,34.5,140,PW,1,NA
AVIBASE-DB376A66,Accipiter nisus,Accipiter nisus,Accipiter nisus,Accipiter nisus,1,NHMUK,2014.8.1,M,0,,United Kingdom,,20.1,12.1,8.4,9.5,54.4,198,72,126,36.4,144,PW,1,NA
AVIBASE-DB376A66,Accipiter nisus,Accipiter nisus,Accipiter nisus,Accipiter nisus,1,NHMUK,74.3-14.28,M,0,,United Kingdom,,19.4,9.5,8,9.4,53,197,72.5,124.5,36.8,157,TJM,1,NA
AVIBASE-DB376A66,Accipiter nisus,Accipiter nisus,Accipiter nisus,Accipiter nisus,1,NHMUK,75.6.14.2,M,0,,France,,18,10.1,7.9,9.2,44.6,179,55,124,30.7,128,PW,1,NA
AVIBASE-DB376A66,Accipiter nisus,Accipiter nisus,Accipiter nisus,Accipiter nisus,1,NHMUK,75.6.14.3,M,0,,France,,19.7,11.2,8.1,9.2,53.2,200,70,130,35,160,PW,1,NA
AVIBASE-DB376A66,Accipiter nisus,Accipiter nisus,Accipiter nisus,Accipiter nisus,1,NHMUK,75.6.25.4,M,0,,France,,19.3,12,9.7,10.1,55.1,206,77,129,37.4,148,PW,1,NA
AVIBASE-DB376A66,Accipiter nisus,Accipiter nisus,Accipiter nisus,Accipiter nisus,1,NHMUK,75.6.4.1,M,0,,France,,19.6,11.7,7.4,9.5,50.9,199,73,126,36.7,137,PW,1,NA
AVIBASE-DB376A66,Accipiter nisus,Accipiter nisus,Accipiter nisus,Accipiter nisus,1,NHMUK,76.6.14.5,F,0,,France,,NA,NA,NA,NA,NA,242,86,156,35.5,NA,MS,1,NA
AVIBASE-DB376A66,Accipiter nisus,Accipiter nisus,Accipiter nisus,Accipiter nisus,1,NHMUK,86.3.25.51,M,0,,Netherlands,,NA,NA,NA,NA,NA,200,72,128,36,NA,MS,1,NA
AVIBASE-DB376A66,Accipiter nisus,Accipiter nisus,Accipiter nisus,Accipiter nisus,1,NHMUK,92.6.10.11,F,0,,Hungary,,NA,NA,NA,NA,NA,228,79,149,34.6,NA,MS,1,NA
AVIBASE-DB376A66,Accipiter nisus,Accipiter nisus,Accipiter nisus,Accipiter nisus,1,NHMUK,NOLABEL,M,0,,Netherlands,,NA,NA,NA,NA,NA,197,71,126,36,NA,MS,1,NA
AVIBASE-3B024163,Accipiter striatus,Accipiter striatus,Accipiter striatus,Accipiter ventralis,1,NHMUK,1914.11.26.381,F,0,,Venezuela,,19.8,10.5,7.2,10.4,57.5,198,56,142,28.3,130,NJTA,1,NA
AVIBASE-3B024163,Accipiter striatus,Accipiter striatus,Accipiter striatus,Accipiter ventralis,1,NHMUK,1914.11.26.386,F,0,,Venezuela,,19.5,11.1,7.6,10.1,51.5,197,62,135,31.5,126,NJTA,1,NA
AVIBASE-3B024163,Accipiter striatus,Accipiter striatus,Accipiter striatus,Accipiter ventralis,1,NHMUK,1915.3.18.2,M,0,,Venezuela,,17.8,8.5,5.9,8.9,49.3,171,54,117,31.6,113,NJTA,1,NA
AVIBASE-3B024163,Accipiter striatus,Accipiter striatus,Accipiter striatus,Accipiter ventralis,1,NHMUK,1955.6.N.20.2985,M,0,,Venezuela,,16.5,9.5,5.9,7.8,48.7,165,39,126,23.6,122,NJTA,1,NA
AVIBASE-3B024163,Accipiter striatus,Accipiter striatus,Accipiter striatus,Accipiter chionogaster,1,NHMUK,1955.6.N.20.2993,M,0,,Guatemala,,16.3,9.5,6.7,9.1,50.5,173,54.1,118.9,31.3,110,MNC,1,NA
AVIBASE-3B024163,Accipiter striatus,Accipiter striatus,Accipiter striatus,Accipiter striatus,1,NHMUK,1969.25.913,F,0,,Costa Rica,,21.5,12.6,9.1,11.4,50.1,195,61.1,133.9,31.3,159,TJM,1,NA
AVIBASE-3B024163,Accipiter striatus,Accipiter striatus,Accipiter striatus,Accipiter erythronemius,1,NHMUK,46.7.16.6,F,0,,Brazil,,18.1,9.7,7.2,8.2,53.5,194,60,134,30.9,119,NJTA,1,NA
AVIBASE-3B024163,Accipiter striatus,Accipiter striatus,Accipiter striatus,Accipiter striatus,1,NHMUK,87.5.1.197,M,0,,Guatemala,,17.6,9,8.4,10,44.5,166,53.5,112.5,32.2,128,TJM,1,NA
AVIBASE-3B024163,Accipiter striatus,Accipiter striatus,Accipiter striatus,Accipiter chionogaster,1,NHMUK,87.5.1.234,F,0,,Guatemala,,20.7,11.4,8.5,10.7,56.3,203,68.4,134.6,33.7,157,MNC,1,NA
AVIBASE-3B024163,Accipiter striatus,Accipiter striatus,Accipiter striatus,Accipiter striatus,1,NHMUK,88.10.10.225,M,0,,United States of America,,16.6,9,9,9.2,50,179,55.3,123.7,30.9,132,TJM,1,NA
AVIBASE-3B024163,Accipiter striatus,Accipiter striatus,Accipiter striatus,Accipiter chionogaster,1,NHMUK,96.5.9.48,M,0,,Nicaragua,,17.5,9.1,6.6,9,48.7,166,52.6,113.4,31.7,134,MNC,1,NA
AVIBASE-3B024163,Accipiter striatus,Accipiter striatus,Accipiter striatus,Accipiter chionogaster,1,NHMUK,96.5.9.50,F,0,,Nicaragua,,21,11.9,7.5,10,53.8,197,67,130,34,144,MNC,1,NA
AVIBASE-3B024163,Accipiter striatus,Accipiter striatus,Accipiter striatus,Accipiter striatus,1,NHMUK,99.12.1.22,F,0,,Costa Rica,,22,11.4,8.4,11,54.5,197,70.2,126.8,35.6,158,TJM,1,NA
